GeneID	Annotation	wt	mutant#1	mutant#2	mutant#3
Zt83424	arsenical-resistance ACR3 | Zt83424	23.56	33.22	17.28	23.73
Zt83445	beta and beta-prime subunits of DNA dependent RNA-polymerase | Zt83445	31.22	30.51	21.64	31.44
Zt83446	NAD(P)-binding [Sphaerulina musiva SO2202] | Zt83446	55.99	78.9	25.11	78.61
Zt83481	glutathione s-transferase [Neofusicoccum parvum UCRNP2] | Zt83481	57.15	49.55	357.84	37.6
Zt83488	acid protease [Xylona heveae TC161] | Zt83488	2.7	5.19	4.09	3.11
Zt83502	c2h2 finger domain [Neofusicoccum parvum UCRNP2] | Zt83502	115.09	106.32	87.83	97.33
Zt83520	quinone oxidoreductase | Zt83520	4.03	5.31	14.29	11.52
Zt83529	Oxoglutarate iron-dependent oxygenase | Zt83529	48.56	47.82	43.87	44.84
Zt83548	Short-chain dehydrogenase reductase SDR [Penicillium expansum] | Zt83548	22.14	21.81	17.7	19.29
Zt83550	dor1-like family | Zt83550	36.47	39.69	35.59	36.72
Zt83558	DUF1168 domain | Zt83558	55.41	68.3	63.47	52.89
Zt83566	hypothetical protein MYCGRDRAFT_83566 [Zymoseptoria tritici IPO323] | Zt83566	45.87	28.98	122.42	80.71
Zt83574	histidine kinase HHK5p | Zt83574	63.62	72.82	82.45	53.54
Zt83595	amidase signature enzyme | Zt83595	21.09	41.62	27.68	27.37
Zt83616	ser Thr phosphatase family | Zt83616	22.79	47.36	51.1	18.12
Zt83678	DUF676-domain-containing [Sphaerulina musiva SO2202] | Zt83678	27.2	23.88	30.32	19.87
Zt83691	pyridine nucleotide-disulfide oxidoreductase like | Zt83691	20.05	18.6	19.39	20.51
Zt83707	hypothetical protein MYCGRDRAFT_83707 [Zymoseptoria tritici IPO323] | Zt83707	5.14	11.42	4.59	8.32
Zt83726	mitochondrial 2-methylisocitrate lyase [Sphaerulina musiva SO2202] | Zt83726	83.48	86.2	45.14	74.24
Zt83759	WD40 repeat | Zt83759	31.52	28	56.84	23.7
Zt83763	hypothetical protein MYCGRDRAFT_83763 [Zymoseptoria tritici IPO323] | Zt83763	51.48	41.63	49.14	67.43
Zt83768	40s ribosomal s12 | Zt83768	2530.75	2053.57	1647.35	1588.82
Zt83782	Cytochrome P450 | Zt83782	23.17	35.1	19.6	19.12
Zt83788	Cupin -type | Zt83788	52.86	99.29	58.17	62.48
Zt83794	subtilisin [Sphaerulina musiva SO2202] | Zt83794	2.38	3.62	7.51	7.79
Zt83802	glycoside hydrolase family 16 | Zt83802	2.96	3.02	2.04	1.75
Zt83804	CCAAT-binding transcription subunit B [Penicillium expansum] | Zt83804	63.39	98.76	66.28	101.45
Zt83835	immunoglobulin heavy chain-binding KAR2 | Zt83835	178.78	198.51	193.38	163.86
Zt83843	glycoside hydrolase family 5 | Zt83843	3.76	5.96	4.7	12.58
Zt83867	glyoxylate reductase | Zt83867	39.24	43.21	83.3	28.09
Zt83894	mitochondrial carrier | Zt83894	81.38	72.55	63.8	39.95
Zt83899	TBC [Aureobasidium namibiae CBS ] | Zt83899	34.68	30.56	33.9	28.13
Zt83907	phosphatases II | Zt83907	20.97	25.86	12.21	42.73
Zt83941	acid phosphatase Vanadium-dependent haloperoxidase | Zt83941	21.53	28.67	19.23	23.98
Zt83947	FAD NAD(P)-binding domain-containing | Zt83947	24.49	15.59	18.1	23.5
Zt83965	thyroid hormone receptor interactor 12 | Zt83965	49.25	36.89	64.37	43.68
Zt83972	sas10 utp3 family | Zt83972	37.15	32.77	30.14	38.31
Zt83976	Clavaminate synthase | Zt83976	140.52	137.72	171.67	100.99
Zt84010	ribosome biogenesis ATPase RIX7 | Zt84010	74.65	54.24	75.27	67.5
Zt84013	kinetochore spc25 | Zt84013	21.78	38.29	23.8	32.88
Zt84034	hypothetical protein MYCGRDRAFT_84034 | Zt84034	56.52	58.98	57.53	46.69
Zt84039	Prefoldin alpha subunit | Zt84039	98.67	96.11	70.09	69.51
Zt84059	aldo-keto reductase | Zt84059	86.52	89.88	50.14	59.96
Zt84074	supernatant C-terminal domain-containing | Zt84074	82.31	72	89.97	58.75
Zt84076	xylosidase : arabinofuranosidase | Zt84076	85.14	125.12	111.77	36.89
Zt84104	ankyrin repeat | Zt84104	86.89	93.26	80.08	91.75
Zt84117	acetylornithine and succinylornithine aminotransferase | Zt84117	82.16	60.87	71.8	77.23
Zt84119	pantothenate transporter liz1 | Zt84119	29.96	87.33	24.23	20.73
Zt84149	glycoside hydrolase family 64 | Zt84149	24.73	42.75	10.44	32.04
Zt84158	glycine cleavage system t | Zt84158	143.5	163.53	142.87	148.95
Zt84166	DNA repair | Zt84166	20.27	16.57	45.96	13.07
Zt84186	hypothetical protein MYCGRDRAFT_84186 | Zt84186	8.15	6.74	14.68	7.75
Zt84191	hypothetical protein MYCGRDRAFT_84191 | Zt84191	17.2	20.04	17.32	13
Zt84209	Anhydro-N-acetylmuramic acid kinase | Zt84209	37.92	30.74	8.32	18.56
Zt84210	family transcriptional regulator [Moesziomyces antarcticus] | Zt84210	30.62	40.47	80.19	38.48
Zt84211	short-chain dehydrogenase like | Zt84211	65.69	37.22	63.17	31.04
Zt84213	acetyl- synthetase | Zt84213	39.24	30.08	20.81	27.95
Zt84214	COP9 signalosome complex subunit 4 | Zt84214	59.7	46.06	63.73	38.36
Zt84231	HLH transcription factor ( gamma) | Zt84231	63.59	57.68	93.16	107.15
Zt84233	G- alpha subunit | Zt84233	32.08	68.6	39.43	56.57
Zt84244	NADH-ubiquinone oxidoreductase 12 kDa subunit | Zt84244	561.74	644.47	527.18	491.8
Zt84245	MFS general substrate transporter | Zt84245	9.29	7.13	37.44	4.93
Zt84253	CORD and CS domain | Zt84253	60.24	53.61	50.69	53.76
Zt84263	hypothetical protein MYCGRDRAFT_84263 | Zt84263	29.71	14.29	176.95	21.24
Zt84267	toxin biosynthesis | Zt84267	65.47	86.53	50.01	79.51
Zt84279	short-chain dehydrogenase | Zt84279	84.53	84.52	84.9	117.03
Zt84295	lim domain-containing | Zt84295	11.68	15.2	10.69	23.49
Zt84315	formin binding (FNB3) | Zt84315	29.75	30.38	31.54	32.37
Zt84343	solute carrier family 25 member 38 | Zt84343	90.39	83.39	68.23	79.48
Zt84359	3-oxoacyl-(acyl-carrier- ) reductase | Zt84359	42.32	40.51	15.38	35.97
Zt84369	P-loop containing nucleoside triphosphate hydrolase | Zt84369	4.64	3.77	110.75	3.52
Zt84372	NAD(P)-binding [Aureobasidium namibiae CBS ] | Zt84372	56.83	34.45	49.96	66
Zt84377	Thioredoxin reductase | Zt84377	31.84	29.57	28.78	26.83
Zt84402	ATP-dependent rRNA helicase RRP3 | Zt84402	40.25	26.26	60.18	27.68
Zt84417	serine threonine kinase | Zt84417	92.6	101.3	82.86	92.32
Zt84424	shikimate quinate 5-dehydrogenase | Zt84424	13.72	16.39	14.8	12.63
Zt84459	DNA replication | Zt84459	22.2	22.57	21.32	18.97
Zt84460	sodium P-type ATPase | Zt84460	79.72	226.55	7.27	119.99
Zt84465	protease s8 tripeptidyl peptidase | Zt84465	8.99	9.53	12.4	8.74
Zt84472	riboflavin synthase alpha chain | Zt84472	38.3	36.85	25.69	35.86
Zt84473	CAIB BAIF family enzyme | Zt84473	84.15	73.46	42.7	58.25
Zt84485	hypothetical protein MYCGRDRAFT_84485 | Zt84485	283.6	37.12	46.46	33.7
Zt84494	major facilitator superfamily transporter | Zt84494	0.67	1.21	1.82	3.05
Zt84542	major facilitator superfamily transporter | Zt84542	18.15	105.95	14.04	119.28
Zt84586	ADP-ribosylation factor | Zt84586	8.94	15.82	7.51	7.74
Zt84608	uracil-5-carboxylate decarboxylase | Zt84608	92.27	65.95	71.35	63.56
Zt84625	dihydroxy-acid dehydratase | Zt84625	26.19	30.44	16.81	31.74
Zt84644	serine kinase | Zt84644	113.79	102.17	110.16	105.51
Zt84646	NCA2-domain-containing | Zt84646	63.22	54.62	64.45	67.83
Zt84654	p53-like transcription factor | Zt84654	29.81	32.89	52.07	33.6
Zt84656	hypothetical protein MYCGRDRAFT_84656 | Zt84656	65.39	62.68	73.74	60.44
Zt84671	mfs transporter | Zt84671	18.63	19.75	12.43	26.71
Zt84675	DASH complex subunit dad4 | Zt84675	12.78	13.82	11.6	19.15
Zt84685	amino acid transporter | Zt84685	56.59	66.78	57.88	58.08
Zt84691	RNA binding ligatin | Zt84691	44.77	47.77	25.15	47.51
Zt84703	Di-copper centre-containing | Zt84703	3.47	4.1	4.93	7.87
Zt84730	microtubule associated | Zt84730	8.63	10.47	8.02	18.14
Zt84746	U6 snRNA-associated Sm LSm3 | Zt84746	225.44	316.86	165.98	213.7
Zt84756	major facilitator superfamily transporter | Zt84756	7.5	7.83	5.71	7.84
Zt84757	dihydrodipicolinate synthetase family | Zt84757	14	12.56	10.6	12.55
Zt84764	Polyketide enoylreductase | Zt84764	28.79	37.09	30.21	34.81
Zt84779	root hair defective 3 GTP-binding | Zt84779	68.81	67.01	60.84	68.81
Zt84794	beta and beta-prime subunits of DNA dependent RNA-polymerase | Zt84794	40.27	31.06	32.52	27.25
Zt84797	amidase family | Zt84797	3.13	3.01	4.3	9.69
Zt84825	phosphatidylinositol glycan class L | Zt84825	62.21	87.41	38.15	96.22
Zt84830	nicotinamide riboside kinase | Zt84830	4.8	5.37	1.84	7.78
Zt84831	Short-chain dehydrogenase | Zt84831	13.86	21.55	6.86	12.89
Zt84836	DNA repair RAD5 | Zt84836	17.69	15.28	25.12	11.83
Zt84837	arsenite efflux transporter like | Zt84837	40.85	43.71	35.52	37.79
Zt84884	glycoside hydrolase family 125 | Zt84884	20.65	20.35	16.71	20.45
Zt84891	hypothetical protein MYCGRDRAFT_84891 | Zt84891	7.57	3.76	4.85	5.18
Zt84898	molybdenum cofactor biosynthesis prote | Zt84898	86.11	68.57	82	66.03
Zt84922	f-box domain-containing | Zt84922	45.75	40.18	44.83	36.48
Zt84937	hypothetical protein MYCGRDRAFT_84937 | Zt84937	58.41	40.87	40.43	40.82
Zt84938	integral membrane | Zt84938	19.03	37.46	19.17	21.83
Zt84945	lysophospholipase NTE1 | Zt84945	12.82	12.65	13.17	11.64
Zt84968	acetolactate large biosynthetic type | Zt84968	113.47	92.74	73.39	87.9
Zt84970	phospholipase D nuclease | Zt84970	30.43	47.47	74.8	44.25
Zt84991	hec ndc80p family | Zt84991	5.93	14.52	6.5	21.4
Zt85019	MFS general substrate transporter | Zt85019	3.31	3.95	2.83	2.99
Zt85021	short chain dehydrogenase | Zt85021	52.19	15.55	57.28	74.67
Zt85027	glycerol kinase | Zt85027	6.2	9.24	3.54	6.32
Zt85032	elongation factor G | Zt85032	30.82	25.93	50.87	22.58
Zt85040	ATP-dependent DNA helicase II subunit 1 | Zt85040	12.5	8.65	89.36	8.35
Zt85041	imitation switch Two complex | Zt85041	37.69	29.97	33.68	32.05
Zt85078	arsenite efflux transporter like | Zt85078	39.36	39.4	33.78	31.57
Zt85081	Peptidase S28 | Zt85081	14.27	14.83	13.63	11.35
Zt85086	hypothetical protein MYCGRDRAFT_85086 | Zt85086	146	170.03	136.99	184.69
Zt85097	sorbitol dehydrogenase | Zt85097	110.05	125.37	35.56	133.67
Zt85137	conserved mitochondrial | Zt85137	37.88	37	18.53	27.5
Zt85139	MFS transporter | Zt85139	16.66	24.03	9.68	14.86
Zt85141	cell division control Cdc4 | Zt85141	36.86	32.44	38.83	36.63
Zt85154	c6 finger domain | Zt85154	76.05	70.44	69.33	80.54
Zt85156	aquaglyceroporin like other eukaryote | Zt85156	102.04	78.02	36.37	23.48
Zt85159	pyridoxal phosphate-dependent decarboxylase [Aureobasidium namibiae CBS ] | Zt85159	57.66	39.11	36.41	25.56
Zt85170	dihydrofolate reductase | Zt85170	50.01	45.61	69.3	50.12
Zt85175	set domain | Zt85175	13.99	15.14	14.31	15.66
Zt85206	P-loop containing nucleoside triphosphate hydrolase | Zt85206	46.67	64.97	48.59	48.69
Zt85212	ribosomal L37ae | Zt85212	453.98	445.26	361.74	432.28
Zt85217	RNA binding Jsn1 | Zt85217	37.94	31.32	42.38	36.28
Zt85253	voltage-gated chloride channel | Zt85253	55.02	46.12	68.76	67.59
Zt85300	suppressor srp40 | Zt85300	32.95	32.63	28.89	35.34
Zt85322	hypothetical protein MYCGRDRAFT_85322 | Zt85322	63.11	118.3	49.94	110.81
Zt85339	nuclear distribution nude | Zt85339	34.37	40.74	35.13	39.2
Zt85341	beta-lactamase family | Zt85341	50.67	49.55	214.73	66.55
Zt85380	1-acylglycerol-3-phosphate O | Zt85380	145.57	169.93	125.06	169.87
Zt85387	peroxisomal catalase | Zt85387	289.31	49.67	257.38	249.25
Zt85399	hypothetical protein MYCGRDRAFT_85399 | Zt85399	121.99	125.07	111.99	116.12
Zt85426	amino acid | Zt85426	26.7	26.79	20.69	21.62
Zt85442	TPA: arylamine N-acetyltransferase 1 | Zt85442	7.94	14.17	8.68	9.37
Zt85457	Pectin lyase fold virulence factor | Zt85457	9.95	17.15	4.87	9.1
Zt85462	ctd kinase subunit gamma | Zt85462	50.22	46.07	46.06	36.84
Zt85479	aconitase family | Zt85479	9.37	19.38	6.83	14.29
Zt85486	siderophore biosynthesis | Zt85486	1.16	2.46	2.62	1.58
Zt85500	kinase [Thermothelomyces thermophila ATCC 42464] | Zt85500	64.19	53.45	53.82	46.55
Zt85505	glycoside hydrolase family 3 | Zt85505	13.43	21.61	39.87	46.01
Zt85549	enoyl- hydratase isomerase family | Zt85549	104.21	105.69	48.08	90.24
Zt85558	hypothetical protein MYCGRDRAFT_85558 | Zt85558	9.98	10.57	7.06	8.12
Zt85593	Fatty acid-binding | Zt85593	128.06	114.14	112.78	84.1
Zt85597	Regulator of G signaling partial | Zt85597	246.74	346.39	159.79	346.52
Zt85598	urease | Zt85598	108.88	109.16	117.32	97.75
Zt85600	RNA-binding domain-containing | Zt85600	41.17	39.96	38.63	40.12
Zt85608	MFS general substrate transporter | Zt85608	5.28	5.96	3.52	8.11
Zt85661	p21-activated kinase | Zt85661	59.66	53.24	58.8	59.52
Zt85666	snf2 family helicase | Zt85666	2.93	3.76	6.49	6.5
Zt85668	cysteine ase | Zt85668	29.25	25.15	84.76	31.64
Zt85675	guanine nucleotide exchange factor synembryn like | Zt85675	12.49	11.66	13.16	10.4
Zt85700	replication factor C subunit 5 | Zt85700	30.76	28.82	26	19.59
Zt85715	homoisocitrate dehydrogenase | Zt85715	119.22	95.73	53.55	64.96
Zt85716	Inosine-uridine preferring nucleoside hydrolase | Zt85716	17.74	18.84	15.18	12.7
Zt85717	MIND kinetochore complex component Nnf1 | Zt85717	14.3	22.09	8.31	20.74
Zt85720	autophagy-related atg28 | Zt85720	52.62	52.72	71.99	47.54
Zt85733	hypothetical protein MYCGRDRAFT_85733 | Zt85733	39.82	27.88	44.79	31.37
Zt85738	acyl- dehydrogenase | Zt85738	36.73	28.26	93.09	19.53
Zt85740	Tat pathway signal sequence | Zt85740	60.72	66.17	39.63	48.81
Zt85776	exocyst complex component Sec3 like | Zt85776	28.74	26.56	28.64	28.02
Zt85779	carbon catabolite repression | Zt85779	22.92	14.37	31.53	26.52
Zt85784	ap-domain-containing | Zt85784	47.6	42.74	81.18	42.66
Zt85807	MFS general substrate transporter | Zt85807	12.16	10.18	5.59	12.73
Zt85831	mitochondrial 2-oxoglutarate malate carrier | Zt85831	771.56	1003.8	57.43	390.51
Zt85859	hypothetical protein MYCGRDRAFT_85859 | Zt85859	9.25	11.99	15.16	18
Zt85860	related to G-patch domain | Zt85860	41.49	48.75	42.93	36.77
Zt85889	cytosine deaminase | Zt85889	19.88	33.81	14.71	19.07
Zt85901	Acyl- sterol acyltransferase | Zt85901	75.03	96.88	66.71	208.01
Zt85907	SET domain-containing | Zt85907	9.86	5.38	13.22	11.58
Zt85918	MFS general substrate transporter | Zt85918	3.54	3.84	4.67	3.73
Zt85924	ribosome biogenesis kri1 | Zt85924	32.68	25.62	53.53	28.25
Zt85953	acetyl- synthetase | Zt85953	51.01	59.32	42.12	67.92
Zt85966	NAD(P)-binding [Aureobasidium namibiae CBS ] | Zt85966	28.71	21.26	23.58	30.16
Zt85996	atpase domain prokaryote | Zt85996	63.76	57.04	30.35	36.33
Zt86002	glutathione s-transferase | Zt86002	112.72	69.39	119.5	68.8
Zt86032	glycoside hydrolase family 28 | Zt86032	6.26	8.34	8.4	8.9
Zt86044	porphobilinogen deaminase | Zt86044	4.79	4.56	4.9	7.83
Zt86046	patatin-like phospholipase | Zt86046	28.41	21.29	37.91	32.21
Zt86065	ergosterol 28 | Zt86065	50.48	51.3	43.8	52.7
Zt86073	defender against death DAD | Zt86073	78.47	75.66	75.82	62.93
Zt86077	Glyoxalase bleomycin resistance dioxygenase | Zt86077	58.75	77.67	60.27	65.89
Zt86102	5-formyltetrahydrofolate cyclo-ligase | Zt86102	94.65	129.06	73.8	65.12
Zt86108	3-oxoacyl-[acyl-carrier ] reductase | Zt86108	35.94	74.84	27.29	33.19
Zt86116	hypothetical protein MYCGRDRAFT_86116 | Zt86116	23.69	55.07	16.11	15.45
Zt86118	endoplasmic oxidoreductin | Zt86118	45.81	47.17	45.13	35.69
Zt86126	dialkylglycine decarboxylase | Zt86126	20.46	31.67	24.01	22.39
Zt86144	vacuolar atpase assembly integral membrane vma21 | Zt86144	67.6	92.41	67.37	73.53
Zt86159	FAS1 domain-containing | Zt86159	76.85	50.9	76.96	78.19
Zt86169	rhamnose mutarotase | Zt86169	85.34	76.51	62.75	61.67
Zt86181	oligopeptidase family | Zt86181	70.09	71.7	60.73	90.51
Zt86183	tyrosinase central domain containing | Zt86183	18.98	36.27	8.66	21.6
Zt86202	3-carboxy-cis,cis-muconate cycloisomerase | Zt86202	5.85	8.18	4.59	8.58
Zt86217	STE kinase | Zt86217	40.85	39.8	31.11	26.92
Zt86218	sulfate permease | Zt86218	50.96	44.73	20.38	46.79
Zt86219	mitotic check point (Bub2) | Zt86219	24.56	30.57	23.87	31.99
Zt86225	zinc-binding alcohol dehydrogenase | Zt86225	159.13	43.5	101.76	198.93
Zt86229	Zn(2)-C6 fungal-type DNA-binding domain | Zt86229	15.4	15.25	15.51	8.54
Zt86233	ribonuclease e inhibitor rraa dimethylmenaquinone methyltransferase | Zt86233	41.73	49.79	31.26	37.9
Zt86253	dihydroxyacetone synthase | Zt86253	31.59	21.1	27.35	25.46
Zt86257	acetyl- synthetase | Zt86257	161.08	130.33	310.71	206.73
Zt86261	Alpha beta hydrolase fold-1 | Zt86261	72.25	64.33	347.85	61.56
Zt86264	ATP-dependent protease La | Zt86264	90.39	50.9	86.92	61.21
Zt86272	glycoside hydrolase family 2 [Cercospora fijiensis CIRAD86] | Zt86272	15.37	19.47	3.94	6.88
Zt86279	NEDD8 activating enzyme | Zt86279	134.99	121.34	174.05	123.58
Zt86308	thymidylate synthase | Zt86308	12.92	17.69	10.41	17.18
Zt86313	serine threonine- kinase gad8 | Zt86313	70	56.77	69.96	57.89
Zt86328	major facilitator superfamily transporter | Zt86328	0.09	0.16	0.17	0.2
Zt86340	FAD NAD(P)-binding domain-containing | Zt86340	6.34	7.38	3.94	6.21
Zt86345	Short chain dehydrogenase reductase | Zt86345	27.74	32.91	33.31	32.55
Zt86354	SWI SNF chromatin remodeling complex | Zt86354	40.2	38.63	41.99	37.68
Zt86361	acetyl- synthetase | Zt86361	61.02	66.8	16.23	59.86
Zt86363	aconitase family | Zt86363	42.62	73.19	11.97	20.85
Zt86368	transporter sec24 | Zt86368	58.77	49.48	79.65	47.53
Zt86381	Aminoglycoside phosphotransferase | Zt86381	28.78	22.56	18.38	22.04
Zt86391	glycoside hydrolase family 18 | Zt86391	10.95	49.36	8.65	11.78
Zt86396	hypothetical protein MYCGRDRAFT_86396 | Zt86396	506.11	436	598.9	421.83
Zt86416	Vanadium chloroperoxidase | Zt86416	23.77	22.6	18.65	23.54
Zt86428	amino acid transporter | Zt86428	36.67	70.05	22.59	55.31
Zt86441	Cytochrome E- group I | Zt86441	15.32	20.95	13.67	13.27
Zt86449	hypothetical protein MYCGRDRAFT_86449 | Zt86449	140.1	109.17	120.57	90.48
Zt86450	related to dehydrogenases and related s | Zt86450	50.26	39.99	32.03	32.25
Zt86451	hypothetical protein MYCGRDRAFT_86451 | Zt86451	0	0	0	0
Zt86496	hypothetical protein MYCGRDRAFT_86496 | Zt86496	44.56	50.67	50.18	41.31
Zt86506	hypothetical protein MYCGRDRAFT_86506 | Zt86506	157.1	96.48	116.28	228.58
Zt86557	DOPA 4,5-dioxygenase [Coniosporium apollinis CBS 100218] | Zt86557	57.66	68.28	56.88	68.13
Zt86562	molybdenum cofactor biosynthetic | Zt86562	22.7	28.47	28.26	21.09
Zt86584	fad nad(P)-binding domain-containing | Zt86584	20.1	18.55	6.55	18.17
Zt86592	Lipopolysaccharide kinase | Zt86592	0.87	0.58	0.78	2
Zt86617	DNA repair helicase | Zt86617	33.62	30.5	64.25	27.01
Zt86618	glycosyltransferase family 24 | Zt86618	23.38	23.21	20.79	25.54
Zt86647	AP endonuclease | Zt86647	24.28	24.41	19.57	27.83
Zt86648	WD repeat-containing 2 [Sphaerulina musiva SO2202] | Zt86648	32.63	25.28	96.64	23.17
Zt86654	phosphoglucomutase-2 [Sphaerulina musiva SO2202] | Zt86654	21.49	19.67	29.92	22.09
Zt86659	adenylate cyclase | Zt86659	31.3	32.94	38.79	35.07
Zt86671	AAA-domain-containing [Aureobasidium namibiae CBS ] | Zt86671	67.51	58.88	88.89	62.13
Zt86672	glycosyltransferase family 20 | Zt86672	23.29	23.87	33.21	45.2
Zt86683	DNA_pol_E_B-domain-containing [Sphaerulina musiva SO2202] | Zt86683	11.46	10.53	16.39	8.49
Zt86690	FAD NAD(P)-binding domain-containing | Zt86690	2.71	2.34	1.72	3.18
Zt86699	autophagy 5 | Zt86699	25.88	23.14	23.44	25.35
Zt86704	DHS-like NAD FAD-binding domain-containing | Zt86704	20.26	20.84	42.28	11.67
Zt86705	developmental regulator | Zt86705	417.72	555.28	186.94	506.03
Zt86707	hypothetical protein MYCGRDRAFT_86707 | Zt86707	2.07	5.64	2.43	3.89
Zt86708	phosphatidylinositol 3 | Zt86708	23.19	21.16	31.21	26.59
Zt86714	MYND finger family partial | Zt86714	5.61	3.68	3.61	2.92
Zt86730	amino acid permease | Zt86730	52.55	66.63	46.69	90.88
Zt86741	cobW-domain-containing [Aureobasidium namibiae CBS ] | Zt86741	40.82	39.87	60.23	34.85
Zt86746	glycoside hydrolase family 47 | Zt86746	40.86	38.51	41.46	37.59
Zt86748	glycoside hydrolase family 13 | Zt86748	8.38	5.4	4.34	50.59
Zt86766	inosine monophosphate dehydrogenase | Zt86766	28.06	19.72	21.64	30.4
Zt86784	bifunctional purine biosynthesis ADE17 | Zt86784	71	65.86	51.33	59.21
Zt86787	UDP-Glycosyltransferase glycogen phosphorylase | Zt86787	9.33	13.72	9.15	10.42
Zt86861	SNF2 family DNA-dependent ATPase domain-containing | Zt86861	19.38	15.97	92.15	12.86
Zt86865	actin binding | Zt86865	33.7	20.78	26.53	32.4
Zt86867	phosphoglycerate mutase family | Zt86867	7.02	10.99	4.55	8.06
Zt86872	chlorophyll synthesis pathway | Zt86872	14.7	11.7	10.75	15.52
Zt86888	-domain-containing [Aureobasidium namibiae CBS ] | Zt86888	30.29	39.3	38.13	44.55
Zt86913	4-carboxymuconolactone decarboxylase family | Zt86913	32.52	55.61	33.88	33.75
Zt86932	hypothetical protein MYCGRDRAFT_86932 | Zt86932	58.32	58.37	46.65	59.57
Zt86952	tRNA methyltransferase complex GCD14 subunit | Zt86952	31.93	34.21	37.25	30.4
Zt86961	hypothetical protein MYCGRDRAFT_86961 | Zt86961	219.84	269.42	294.45	1590.5
Zt86982	hypothetical protein MYCGRDRAFT_86982 | Zt86982	0	0	0	0
Zt87000	phosphoribosylamine-glycine ligase [Sphaerulina musiva SO2202] | Zt87000	31.82	24.96	39.08	29.79
Zt87006	Excinuclease ABC C subunit | Zt87006	68.54	53.89	102.43	49
Zt87018	pyridoxine biosynthesis PDX1 [Sphaerulina musiva SO2202] | Zt87018	332.81	332.07	238.95	325.42
Zt87034	ribosome biogenesis brx1 | Zt87034	47.58	43.09	43.67	41.1
Zt87035	SNF2 family DNA-dependent ATPase domain-containing [Zymoseptoria tritici IPO323] | Zt87035	33.66	37.42	37.99	42.81
Zt87038	NAD(P)-binding [Paraphaeosphaeria sporulosa] | Zt87038	1.58	2.35	1.34	3.21
Zt87039	transcriptional activator of ethanol catabolism [Cordyceps militaris CM01] | Zt87039	4.2	6.33	2.68	6.78
Zt87050	hypothetical protein MYCGRDRAFT_87050 [Zymoseptoria tritici IPO323] | Zt87050	97.29	134.11	77.15	57.18
Zt87062	GNAT family acetyltransferase | Zt87062	34.68	32.47	26.35	10.88
Zt87071	arsenate resistance | Zt87071	8.8	10.22	8.35	8.7
Zt87099	Choline transport | Zt87099	53.47	74.16	43.86	64.48
Zt87116	high affinity glucose transporter RGT2 | Zt87116	5.08	4.83	4.24	4.74
Zt87117	typically associated with flavo oxygenase | Zt87117	31.59	36.22	14.5	22.21
Zt87127	ankyrin | Zt87127	48.26	40.38	31.68	66.16
Zt87144	DUF1183 domain | Zt87144	30.33	32.94	38.21	31.99
Zt87205	hypothetical protein MYCGRDRAFT_87205 | Zt87205	25.45	42.96	33.9	48.84
Zt87212	alpha beta hydrolase | Zt87212	0.75	0.81	0.5	0.47
Zt87220	dephospho- kinase | Zt87220	55.66	62.27	51.06	53.74
Zt87233	NADPH oxidase 4 | Zt87233	33.82	12.84	9.9	32.5
Zt87244	signal peptidase 22 kDa subunit | Zt87244	68.76	72.59	75.7	60.61
Zt87270	phosphoglycerate mutase | Zt87270	50.32	117.84	37.15	31.14
Zt87284	ribosome biogenesis | Zt87284	38.28	29.49	21.53	30.93
Zt87289	RAD16 class DNA helicase and DNA-dependent partial | Zt87289	27.54	26.32	49.08	15.59
Zt87313	Rrp15p-domain-containing | Zt87313	55.69	53.3	41.53	44.52
Zt87400	DNA damage-binding 1 | Zt87400	46.12	35.46	61.18	41.32
Zt87405	probable adaptin ear-binding coat-associated 1 | Zt87405	47	59.39	36.59	39.24
Zt87428	hypothetical protein MYCGRDRAFT_87428 | Zt87428	69.1	56.39	40.31	54.4
Zt87430	dna polymerase subunit cdc27 | Zt87430	10.89	9.61	18.29	5.65
Zt87434	oxidoreductase like | Zt87434	174.88	169.95	144.91	149.02
Zt87435	kinase | Zt87435	31.61	39.79	54.59	31.86
Zt87443	glutathione-dependent formaldehyde-activating enzyme | Zt87443	98.42	40.53	33.37	57.33
Zt87449	tRNA wybutosine-synthesizing 2 | Zt87449	16.26	15.64	28.01	13.46
Zt87460	prolyl-tRNA synthetase | Zt87460	111.25	95.19	105.21	87.09
Zt87461	sh3 domain-containing | Zt87461	23.5	58	38.26	25.15
Zt87466	Isochorismatase hydrolase | Zt87466	93.72	68.11	213.18	50.51
Zt87477	hypothetical protein MYCGRDRAFT_87477 | Zt87477	26.16	36.01	24.57	25.29
Zt87525	thiamin pyrophosphokinase-related | Zt87525	49.16	46.11	48.2	39.38
Zt87527	p60 domain-containing | Zt87527	33.98	32.72	39.04	34.8
Zt87533	DNA repair rad18 | Zt87533	27.06	20.17	36.61	13.55
Zt87535	MFS general substrate transporter | Zt87535	18.6	15.99	17.48	17.13
Zt87539	calcium proton exchanger | Zt87539	40.72	36.17	52.17	41.52
Zt87541	hypothetical protein MYCGRDRAFT_87541 | Zt87541	94.27	101.48	71.25	84.71
Zt87549	transcription initiation factor TAF10 subunit | Zt87549	170.16	160.97	141.16	170.49
Zt87579	duf1716 domain | Zt87579	38.01	41.96	33.55	34.94
Zt87590	efflux pump | Zt87590	12.24	13.46	14.79	18.29
